Your Input	WormBase Gene ID	Public Name	Sequence Name	Other Name	RNAi Phenotype Observed	Allele Phenotype Observed	Concise Description	Automated Description	Reference
xbx-1	WBGene00006960	xbx-1	F02D8.3	CELE_F02D8.3	N.A.	dendrite development variant, dye filling defect, male mating efficiency reduced, male response to contact defective, protein subcellular localization variant	xbx-1 encodes a dynein light intermediate chain\; XBX-1 activity is required for retrograde intraflagellar transport and thus, for proper formation of sensory neuron cilia\; an XBX-1::YFP reporter fusion protein is found at the ciliary base and migrating along the ciliary axoneme in both anterograde and retrograde directions.	Is predicted to have dynein heavy chain binding activity. Is involved in intraciliary retrograde transport and non-motile cilium assembly. Localizes to several cellular components, including ciliary base\; ciliary transition zone\; and cytoskeleton. Is expressed in neurons. Is an ortholog of human DYNC2LI1 (dynein cytoplasmic 2 light intermediate chain 1).	WBPaper00005658|pmid12432068, WBPaper00005876|pmid12802075, WBPaper00013283|pmid12802074, WBPaper00025051|pmid15790967, WBPaper00028471|pmid16968739, WBPaper00029264|pmid17420466, WBPaper00029400|pmid17510633, WBPaper00031632|pmid18369462, WBPaper00031689|pmid18407554, WBPaper00032502|pmid19151087, WBPaper00036268|pmid20409822, WBPaper00037836|pmid21124868, WBPaper00038248|pmid21422230, WBPaper00038491|pmid21647448, WBPaper00039784|pmid21695221, WBPaper00040829|pmid22342749, WBPaper00045913|pmid25335890, WBPaper00046659|pmid25869670, WBPaper00049218|pmid26863025, WBPaper00049372|pmid26982032, WBPaper00053681|pmid29420175, WBPaper00055090|pmid30120140
W09G12.10	WBGene00044463	W09G12.10	W09G12.10	CELE_W09G12.10	N.A.	N.A.	N.A.	Is enriched in OLL\; PLM\; PVD\; germline precursor cell\; and hypodermis based on tiling array and RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and rrf-3 based on microarray and RNA-seq studies. Is affected by eight chemicals including methylmercury hydroxide\; 1-methylnicotinamide\; and nicotinic acid based on RNA-seq and microarray studies.	N.A.
Y42A5A.3	WBGene00012778	Y42A5A.3	Y42A5A.3	CELE_Y42A5A.3	N.A.	N.A.	N.A.	Is affected by several genes including daf-16\; daf-2\; and skn-1 based on microarray and RNA-seq studies. Is affected by eleven chemicals including Mercuric Chloride\; levamisole\; and procyanidin based on microarray and RNA-seq studies.	WBPaper00028789|pmid17096597
Y75B12B.3	WBGene00013568	Y75B12B.3	Y75B12B.3	CELE_Y75B12B.3	N.A.	N.A.	N.A.	Is enriched in intestine based on RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and daf-12 based on microarray\; tiling array\; and RNA-seq studies. Is affected by ten chemicals including D-glucose\; Psoralens\; and allantoin based on RNA-seq and microarray studies.	N.A.
C54G4.4	WBGene00008314	C54G4.4	C54G4.4	CELE_C54G4.4	N.A.	pathogen avoidance variant	N.A.	Is enriched in GABAergic neurons and pharynx based on microarray studies. Is affected by several genes including daf-16\; daf-2\; and skn-1 based on RNA-seq and microarray studies. Is affected by thirteen chemicals including stavudine\; Zidovudine\; and Sodium Chloride based on RNA-seq and microarray studies. Human SELL exhibits calcium ion binding activity\; oligosaccharide binding activity\; and protease binding activity. Is predicted to encode a protein with the following domains: Sushi repeat (SCR repeat)\; Lectin C-type domain\; Sushi\/SCR\/CCP domain\; C-type lectin-like\; Galactose-binding-like domain superfamily\; C-type lectin-like\/link domain superfamily\; C-type lectin fold\; and Sushi\/SCR\/CCP superfamily. Is an ortholog of human SELL (selectin L).	WBPaper00038491|pmid21647448, WBPaper00051219|pmid28499858, WBPaper00055090|pmid30120140
cbn-1	WBGene00019285	cbn-1	K01A2.11	CELE_K01A2.11	N.A.	N.A.	cbn-1 encodes a protein that contains a predicted signal peptide and calcium-binding EF-hand motifs.	Is predicted to have calcium ion binding activity.	WBPaper00025051|pmid15790967
mlt-9	WBGene00008605	mlt-9	F09B12.1	CELE_F09B12.1	larval arrest, larval lethal, late larval lethal, locomotion variant, molt defect, paralyzed, reduced brood size, sick, slow growth	lethal, sterile	N.A.	Is expressed in hypodermis. Is predicted to encode a protein with the following domain: Concanavalin A-like lectin\/glucanase domain superfamily.	N.A.
srv-7	WBGene00005718	srv-7	T22B7.5	CELE_T22B7.5	transgene expression increased	lethal, sterile	N.A.	Is enriched in DA neuron\; VA neuron\; head mesodermal cell\; and neurons based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including eat-2\; lin-35\; and cep-1 based on microarray and RNA-seq studies. Is affected by nine chemicals including hydrogen sulfide\; multi-walled carbon nanotube\; and Psoralens based on microarray and RNA-seq studies. Is predicted to encode a protein with the following domains: Serpentine type 7TM GPCR chemoreceptor Srv and 7TM GPCR, serpentine receptor class v (Srv).	N.A.
col-50	WBGene00000627	col-50	T28F2.6	CELE_T28F2.6	N.A.	N.A.	col-50 encodes a cuticle collagen.	Is predicted to be a structural constituent of cuticle.	WBPaper00038491|pmid21647448, WBPaper00055090|pmid30120140
bbs-1	WBGene00000241	bbs-1	Y105E8A.5	Y105E8E.c, Y105E8E.c, CELE_Y105E8A.5	N.A.	associative learning variant, cilia morphology variant, dye filling defect, ivermectin resistant	bbs-1 encodes the C. elegans ortholog of human BBS1, a protein containing a predicted beta-propeller domain\; bbs-1 is a component of and is required for proper intraflagellar transport (IFT)\; bbs-1 acts in ciliated neurons in a pathway along with kat-1\/3-ketoacyl-coA thiolase, tub-1\/tubby and other genes involved in ciliary structure and function to regulate fat storage, as such, bbs-1 affects body size, feeding and chemosensation\; bbs-1 is also required for the proper regulation of insulin secretion\; bbs-1, bbs-5, bbs-8 and bbs-9 mutants along with ciliary phenotypes show an increased secretion of insulin, biogenic amines and neuropeptides which requires the Rab27\/AEX-6 dense-core vesicle exocytosis machinery\; BBS-1::GFP reporter fusion is expressed exclusively in ciliated neurons, where it localizes to the transition zones and along the ciliary axonemes\; the bbs-1 5' untranslated region contains an X box, a regulatory element found in many genes expressed in ciliated neurons, that functions as a binding site for the DAF-19 transcription factor.	Is involved in intraciliary retrograde transport\; non-motile cilium assembly\; and protein localization to cilium. Localizes to axoneme\; ciliary basal body\; and neuron projection. Is expressed in ciliated neurons and sensory neurons. Is used to study Bardet-Biedl syndrome and alcohol use disorder. Human ortholog(s) of this gene are implicated in Bardet-Biedl syndrome 1. Is an ortholog of human BBS1 (Bardet-Biedl syndrome 1).	WBPaper00024175|pmid14520415, WBPaper00024240|pmid15231740, WBPaper00025051|pmid15790967, WBPaper00026601|pmid15916950, WBPaper00027085|pmid16462744, WBPaper00029060|pmid17251413, WBPaper00029131|pmid17314406, WBPaper00031632|pmid18369462, WBPaper00031882|pmid18477458, WBPaper00034673|pmid19558141, WBPaper00037724|pmid20615967, WBPaper00038491|pmid21647448, WBPaper00040543|pmid22180729, WBPaper00041474|pmid22922713, WBPaper00044991|pmid24646679, WBPaper00055090|pmid30120140, WBPaper00055368|pmid30253131
F56B6.6	WBGene00018937	F56B6.6	F56B6.6	CELE_F56B6.6	N.A.	N.A.	N.A.	Is expressed in pharyngeal gland cell and tail neurons. Is predicted to encode a protein with the following domain: Cysteine-rich repeat.	N.A.
srab-12	WBGene00008128	srab-12	C47A10.6	CELE_C47A10.6	N.A.	N.A.	N.A.	Is expressed in head and neurons. Is predicted to encode a protein with the following domains: Serpentine type 7TM GPCR receptor class ab chemoreceptor and 7TM GPCR, serpentine receptor class ab (Srab).	WBPaper00024667|pmid15618405, WBPaper00031006|pmid17850180
C35A11.2	WBGene00016429	C35A11.2	C35A11.2	CELE_C35A11.2	N.A.	N.A.	N.A.	Is enriched in NSM\; Z1\; Z4\; and hypodermis based on tiling array and RNA-seq studies. Is affected by several genes including daf-16\; daf-2\; and rrf-3 based on tiling array\; microarray\; and RNA-seq studies. Is affected by eleven chemicals including stavudine\; Zidovudine\; and metformin based on RNA-seq and microarray studies.	N.A.
K08F8.7	WBGene00010683	K08F8.7	K08F8.7	CELE_K08F8.7	N.A.	N.A.	N.A.	Is enriched in ciliated neurons\; dopaminergic neurons\; and head mesodermal cell based on tiling array and RNA-seq studies. Is affected by several genes including daf-16\; rrf-3\; and daf-12 based on tiling array\; RNA-seq\; and microarray studies. Is affected by eight chemicals including stavudine\; Zidovudine\; and Rifampin based on RNA-seq and microarray studies.	N.A.
glb-12	WBGene00008256	glb-12	C52A11.2	CELE_C52A11.2	dumpy, egg laying variant, embryonic lethal, exploded through vulva, larval arrest, locomotion variant	N.A.	glb-12 encodes a globin\; glb-12 transcription is higher in L3 and dauers than in young adults\; in mass RNAi assays, glb-12 is required for embryonic viability, larval growth, and normal body shape, locomotion, and egg laying.	Is predicted to have several functions, including heme binding activity\; oxygen binding activity\; and oxygen carrier activity. Is expressed in hermaphrodite gonad\; neurons\; and vulva.	WBPaper00031066|pmid17916248, WBPaper00048924|pmid26621324
pqn-10	WBGene00004102	pqn-10	C09E7.2	CELE_C09E7.2	N.A.	N.A.	PQN-10 encodes an unfamiliar protein, with limited similarity to F27B3.6, that has a glutamine\/asparagine-rich domain.	Is affected by several genes including daf-16\; daf-2\; and daf-12 based on RNA-seq and microarray studies. Is affected by six chemicals including aldicarb\; rotenone\; and Zidovudine based on microarray and RNA-seq studies.	N.A.
mks-2	WBGene00194710	mks-2	C30B5.9	CELE_C30B5.9	N.A.	lethal, sterile	N.A.	Is involved in non-motile cilium assembly and protein localization to ciliary transition zone. Localizes to ciliary transition zone. Human ortholog(s) of this gene are implicated in Joubert syndrome 2 and Meckel syndrome 2. Is an ortholog of human TMEM216 (transmembrane protein 216).	WBPaper00040522|pmid22152675, WBPaper00046659|pmid25869670, WBPaper00048909|pmid26595381, WBPaper00049218|pmid26863025, WBPaper00049372|pmid26982032, WBPaper00053681|pmid29420175, WBPaper00055090|pmid30120140
T06D8.2	WBGene00011523	T06D8.2	T06D8.2	CELE_T06D8.2	embryonic lethal, reduced brood size	N.A.	N.A.	Is enriched in neurons and in male based on tiling array\; RNA-seq\; and microarray studies. Is affected by several genes including eat-2\; sek-1\; and alg-1 based on microarray and RNA-seq studies. Is affected by seven chemicals including Tunicamycin\; Mianserin\; and multi-walled carbon nanotube based on microarray and RNA-seq studies. Human ortholog(s) of this gene are implicated in Joubert syndrome 25. Is predicted to encode a protein with the following domains: UvrB\/uvrC motif\; UVR domain\; and Armadillo-like helical. Is an ortholog of human CEP104 (centrosomal protein 104).	WBPaper00038491|pmid21647448, WBPaper00055090|pmid30120140
T04F8.3	WBGene00011442	T04F8.3	T04F8.3	CELE_T04F8.3	N.A.	N.A.	N.A.	Is enriched in neurons and ventral nerve cord based on microarray\; tiling array\; and RNA-seq studies. Is affected by several genes including clk-1\; eat-2\; and lin-35 based on microarray and RNA-seq studies. Is affected by Mianserin\; Atrazine\; and Quercetin based on RNA-seq and microarray studies. Is predicted to encode a protein with the following domain: Ubiquitin-like domain superfamily.	N.A.
bus-12	WBGene00010442	bus-12	JC8.12	CELE_JC8.12	hyperinduction of antimicrobial peptide expression after infection, pathogen adherence increased	bacterially unswollen, biofilm absent head, cuticle carbohydrate surface variant, cuticle fragile, lethal, organism pathogen response variant, pathogen adherence variant, pathogen resistance increased, post hermaphrodite contact variant, skiddy, sterile, surface antigen negative	bus-12 encodes a predicted nucleotide-sugar transporter and is most similar to sqv-7 within the elegans genome, which encodes a  protein that can transport UDP-glucuronic acid, UDP-N acetylgalactosamine, and UDP-galactose, when expressed in yeast cells, and UDP-galactose when expressed in canine cells\; bus-12 mutants show little or no infection when grown in the presence of the nematode-specific pathogen Microbacterium nematophilum, do not show the tail-swelling response to infection and are resistant to bacterial biofilm formation by Yersinia species\; bus-12 mutants are also impaired in contact recognition of hermaphrodites by males during mating\; bus-12 is expressed in the seam cells.	Is expressed in intestine and seam cell. Is predicted to encode a protein with the following domain: . Is an ortholog of human SLC35D3 (solute carrier family 35 member D3).	WBPaper00026735|pmid16079230, WBPaper00029153|pmid17339204, WBPaper00031925|pmid18515487, WBPaper00037686|pmid20980242
ifta-2	WBGene00012132	ifta-2	T28F3.6	CELE_T28F3.6	N.A.	N.A.	ifta-2 encodes a ciliary protein, orthologous to human RABL5, that isrequired for normally short life span and dauer formation\; IFTA-2 isexpressed in amphid, labial, and phasmid ciliated sensory neurons\;intracellularly, IFTA-2 resides in the bases and axonemes of cilia,colocalizing with DAF-2 and AGE-1\; IFTA-2 may be either a cargo or acargo-docking component of intraflagellar transport (IFT) by the IFT-Bcomplex\; ciliary basal localization of IFTA-2 is abolished by a T42Nmutation predicted to lock ITFA-2 into an inactive, GDP-boundconformation\; ifta-2(tm1724) mutants have abnormally long lifespans andconstitutive dauer formation, perhaps because IFTA-2 regulates DAF-2signalling from ciliated sensory neurons\; IFTA-2 is not required forcilium assembly or IFT, nor is it required for chemosensation orosmosensation\; the ciliary localization of IFTA-2 is conserved in RABL5\;via an X-box in its promoter, ifta-2 is a candidate for directregulation by DAF-19.	Is predicted to have GTP binding activity. Is involved in several processes, including dauer larval development\; determination of adult lifespan\; and insulin-like growth factor receptor signaling pathway. Localizes to axoneme and ciliary base. Is expressed in amphid neurons and phasmid neurons. Is an ortholog of human IFT22 (intraflagellar transport 22).	WBPaper00028471|pmid16968739, WBPaper00036268|pmid20409822, WBPaper00038491|pmid21647448, WBPaper00048988|pmid26675724, WBPaper00055090|pmid30120140
dhs-4	WBGene00000968	dhs-4	T05F1.10	CELE_T05F1.10	N.A.	isothermal tracking behavior variant, lethal, sterile	dhs-4 encodes a short-chain dehydrogenase predicted to be mitochondrial.	Is enriched in hypodermis and intestine based on RNA-seq and proteomic studies. Is affected by several genes including daf-16\; daf-2\; and skn-1 based on microarray\; RNA-seq\; tiling array\; and proteomic studies. Is affected by eleven chemicals including Lithium Chloride\; Tunicamycin\; and stavudine based on microarray and RNA-seq studies. Human RDH10 exhibits retinol dehydrogenase activity. Is predicted to encode a protein with the following domains: short chain dehydrogenase\; Short-chain dehydrogenase\/reductase SDR\; and NAD(P)-binding domain superfamily. Is an ortholog of human RDH10 (retinol dehydrogenase 10).	WBPaper00038491|pmid21647448, WBPaper00042257|pmid23496871, WBPaper00054299|pmid29702244, WBPaper00055090|pmid30120140
W05B2.2	WBGene00012271	W05B2.2	W05B2.2	CELE_W05B2.2	N.A.	N.A.	N.A.	Is predicted to have serine-type endopeptidase inhibitor activity.	WBPaper00038491|pmid21647448, WBPaper00055090|pmid30120140
zig-10	WBGene00020800	zig-10	T25D10.2	CELE_T25D10.2	N.A.	N.A.	N.A.	Is expressed in cholinergic neurons\; head neurons\; hypodermis\; and seam cell. Is predicted to encode a protein with the following domains: Immunoglobulin domain\; Immunoglobulin subtype 2\; Immunoglobulin subtype\; Immunoglobulin-like fold\; Immunoglobulin-like domain superfamily\; and Basigin-like.	WBPaper00038491|pmid21647448, WBPaper00049101|pmid26777275, WBPaper00055090|pmid30120140, WBPaper00059621|pmid32366143
