T01G6.4	IPR000536	Nuclear hormone receptor, ligand-binding domain
T01G6.4	IPR001628	Zinc finger, nuclear hormone receptor-type
T01G6.4	IPR013088	Zinc finger, NHR/GATA-type
T01G6.4	IPR035500	Nuclear hormone receptor-like domain superfamily
T01G6.4	IPR049636	Hepatocyte nuclear factor 4-like, DNA-binding domain
T01G6.5	IPR000536	Nuclear hormone receptor, ligand-binding domain
T01G6.5	IPR001628	Zinc finger, nuclear hormone receptor-type
T01G6.5	IPR013088	Zinc finger, NHR/GATA-type
T01G6.5	IPR035500	Nuclear hormone receptor-like domain superfamily
T01G6.6b	IPR000536	Nuclear hormone receptor, ligand-binding domain
T01G6.6b	IPR001628	Zinc finger, nuclear hormone receptor-type
T01G6.6b	IPR013088	Zinc finger, NHR/GATA-type
T01G6.6b	IPR035500	Nuclear hormone receptor-like domain superfamily
T01G6.6b	IPR049636	Hepatocyte nuclear factor 4-like, DNA-binding domain
T01G6.7	IPR000536	Nuclear hormone receptor, ligand-binding domain
T01G6.7	IPR001628	Zinc finger, nuclear hormone receptor-type
T01G6.7	IPR013088	Zinc finger, NHR/GATA-type
T01G6.7	IPR035500	Nuclear hormone receptor-like domain superfamily
T01G6.7	IPR049636	Hepatocyte nuclear factor 4-like, DNA-binding domain
T01G6.8	IPR000536	Nuclear hormone receptor, ligand-binding domain
T01G6.8	IPR001628	Zinc finger, nuclear hormone receptor-type
T01G6.8	IPR013088	Zinc finger, NHR/GATA-type
T01G6.8	IPR035500	Nuclear hormone receptor-like domain superfamily
T01G6.8	IPR049636	Hepatocyte nuclear factor 4-like, DNA-binding domain
T01G6.9	IPR019428	7TM GPCR, serpentine receptor class r (Str)
T01G9.2a	IPR005373	Phagosome assembly factor 1
T01G9.2a	IPR039156	PHAF1/Protein broad-minded
T01G9.3	IPR000483	Cysteine-rich flanking region, C-terminal
T01G9.3	IPR001611	Leucine-rich repeat
T01G9.3	IPR003591	Leucine-rich repeat, typical subtype
T01G9.3	IPR032675	Leucine-rich repeat domain superfamily
T01G9.4	IPR011502	Nucleoporin Nup85-like
T01G9.5b	IPR003593	AAA+ ATPase domain
T01G9.5b	IPR003959	ATPase, AAA-type, core
T01G9.5b	IPR003960	ATPase, AAA-type, conserved site
T01G9.5b	IPR027417	P-loop containing nucleoside triphosphate hydrolase
T01G9.5b	IPR041569	AAA ATPase, AAA+ lid domain
T01G9.6b	IPR000704	Casein kinase II, regulatory subunit
T01G9.6b	IPR016149	Casein kinase II, regulatory subunit, N-terminal
T01G9.6b	IPR035991	Casein kinase II subunit beta-like
T01H10.1	IPR006201	Neurotransmitter-gated ion-channel
T01H10.1	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
T01H10.1	IPR018000	Neurotransmitter-gated ion-channel, conserved site
T01H10.1	IPR036719	Neurotransmitter-gated ion-channel transmembrane domain superfamily
T01H10.1	IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily
T01H10.1	IPR038050	Neuronal acetylcholine receptor
T01H10.2	IPR006201	Neurotransmitter-gated ion-channel
T01H10.2	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
T01H10.2	IPR018000	Neurotransmitter-gated ion-channel, conserved site
T01H10.2	IPR036719	Neurotransmitter-gated ion-channel transmembrane domain superfamily
T01H10.2	IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily
T01H10.2	IPR038050	Neuronal acetylcholine receptor
T01H10.3	IPR006201	Neurotransmitter-gated ion-channel
T01H10.3	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
T01H10.3	IPR018000	Neurotransmitter-gated ion-channel, conserved site
T01H10.3	IPR036719	Neurotransmitter-gated ion-channel transmembrane domain superfamily
T01H10.3	IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily
T01H10.3	IPR038050	Neuronal acetylcholine receptor
T01H10.5	IPR006201	Neurotransmitter-gated ion-channel
T01H10.5	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
T01H10.5	IPR018000	Neurotransmitter-gated ion-channel, conserved site
T01H10.5	IPR036719	Neurotransmitter-gated ion-channel transmembrane domain superfamily
T01H10.5	IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily
T01H10.5	IPR038050	Neuronal acetylcholine receptor
T01H10.6	IPR006201	Neurotransmitter-gated ion-channel
T01H10.6	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
T01H10.6	IPR018000	Neurotransmitter-gated ion-channel, conserved site
T01H10.6	IPR036719	Neurotransmitter-gated ion-channel transmembrane domain superfamily
T01H10.6	IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily
T01H10.6	IPR038050	Neuronal acetylcholine receptor
T01H10.7	IPR006201	Neurotransmitter-gated ion-channel
T01H10.7	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
T01H10.7	IPR018000	Neurotransmitter-gated ion-channel, conserved site
T01H10.7	IPR036719	Neurotransmitter-gated ion-channel transmembrane domain superfamily
T01H10.7	IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily
T01H10.7	IPR038050	Neuronal acetylcholine receptor
T01H10.8	IPR000409	BEACH domain
T01H10.8	IPR036372	BEACH domain superfamily
T01H3.1	IPR002379	V-ATPase proteolipid subunit C-like domain
T01H3.1	IPR035921	F/V-ATP synthase subunit C superfamily
T01H3.2	IPR006614	Peroxin/Ferlin domain
T01H3.2	IPR006624	Beta-propeller repeat TECPR
T01H3.3	IPR011701	Major facilitator superfamily
T01H3.3	IPR036259	MFS transporter superfamily
T01H3.4	IPR036291	NAD(P)-binding domain superfamily
T01H8.1e	IPR000719	Protein kinase domain
T01H8.1e	IPR000961	AGC-kinase, C-terminal
T01H8.1e	IPR008271	Serine/threonine-protein kinase, active site
T01H8.1e	IPR011009	Protein kinase-like domain superfamily
T01H8.1e	IPR016239	Ribosomal protein S6 kinase II
T01H8.1e	IPR017441	Protein kinase, ATP binding site
T01H8.1e	IPR017892	Protein kinase, C-terminal
T01H8.1e	IPR041906	Ribosomal S6 kinase, N-terminal catalytic domain
T01H8.2	IPR000634	Serine/threonine dehydratase, pyridoxal-phosphate-binding site
T01H8.2	IPR001926	Tryptophan synthase beta chain-like, PALP domain
T01H8.2	IPR036052	Tryptophan synthase beta chain-like, PALP domain superfamily
T01H8.5a	IPR005821	Ion transport domain
T01H8.5a	IPR041491	TRPM, SLOG domain
T02B11.1	IPR000609	7TM GPCR, serpentine receptor class g (Srg)
T02B11.10	IPR003677	SXP/RAL-2 family protein Ani s 5-like, cation-binding domain
T02B11.11	IPR003677	SXP/RAL-2 family protein Ani s 5-like, cation-binding domain
T02B11.12	IPR003677	SXP/RAL-2 family protein Ani s 5-like, cation-binding domain
T02B11.13	IPR003677	SXP/RAL-2 family protein Ani s 5-like, cation-binding domain
T02B11.5	IPR019423	7TM GPCR, serpentine receptor class j (Srj)
T02B11.6	IPR011701	Major facilitator superfamily
T02B11.6	IPR020846	Major facilitator superfamily domain
T02B11.6	IPR036259	MFS transporter superfamily
T02B11.7	IPR001506	Peptidase M12A
T02B11.7	IPR003582	ShKT domain
T02B11.7	IPR006026	Peptidase, metallopeptidase
T02B11.7	IPR017050	Metallopeptidase, nematode
T02B11.7	IPR024079	Metallopeptidase, catalytic domain superfamily
T02B11.7	IPR034035	Astacin-like metallopeptidase domain
T02B11.8a	IPR000118	Granulin
T02B11.8a	IPR037277	Granulin superfamily
T02B5.1	IPR002018	Carboxylesterase, type B
T02B5.1	IPR019826	Carboxylesterase type B, active site
T02B5.1	IPR029058	Alpha/Beta hydrolase fold
T02B5.3	IPR002018	Carboxylesterase, type B
T02B5.3	IPR002168	Lipase, GDXG, putative histidine active site
T02B5.3	IPR019826	Carboxylesterase type B, active site
T02B5.3	IPR029058	Alpha/Beta hydrolase fold
T02B5.4	IPR019421	7TM GPCR, serpentine receptor class d (Srd)
T02C1.1	IPR001841	Zinc finger, RING-type
T02C1.1	IPR013083	Zinc finger, RING/FYVE/PHD-type
T02C1.1	IPR017907	Zinc finger, RING-type, conserved site
T02C1.1	IPR018957	Zinc finger, C3HC4 RING-type
T02C1.1	IPR039577	E3 ubiquitin-protein ligase Rad18
T02C1.2	IPR001841	Zinc finger, RING-type
T02C1.2	IPR013083	Zinc finger, RING/FYVE/PHD-type
T02C1.2	IPR017907	Zinc finger, RING-type, conserved site
T02C12.1	IPR000048	IQ motif, EF-hand binding site
T02C12.1	IPR001609	Myosin head, motor domain
T02C12.1	IPR010926	Class I myosin tail homology domain
T02C12.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
T02C12.1	IPR036072	Class I myosin, motor domain
T02C12.1	IPR036961	Kinesin motor domain superfamily
T02C12.2	IPR022042	snRNA-activating protein complex, subunit 3
T02C12.3	IPR019136	Transcription factor IIIC subunit 5, HTH domain
T02C12.3	IPR040454	Transcription factor IIIC subunit Tfc1/Sfc1
T02C12.3	IPR041499	Transcription factor IIIC subunit Tfc1/Sfc1, triple barrel domain
T02C12.3	IPR042536	TFIIIC, subcomplex tauA subunit Sfc1, triple barrel domain superfamily
T02C5.1b	IPR001368	TNFR/NGFR cysteine-rich region
T02C5.3b	IPR007110	Immunoglobulin-like domain
T02C5.3b	IPR013783	Immunoglobulin-like fold
T02C5.3b	IPR036179	Immunoglobulin-like domain superfamily
T02C5.5p	IPR002048	EF-hand domain
T02C5.5p	IPR002077	Voltage-dependent calcium channel, alpha-1 subunit
T02C5.5p	IPR005821	Ion transport domain
T02C5.5p	IPR014873	Voltage-dependent calcium channel, alpha-1 subunit, IQ domain
T02C5.5p	IPR027359	Voltage-dependent channel domain superfamily
T02C5.5p	IPR031649	Voltage-dependent L-type calcium channel, IQ-associated domain
T02D1.3	IPR003839	7TM GPCR, serpentine receptor class u (Sru)
T02D1.4	IPR017452	GPCR, rhodopsin-like, 7TM
T02D1.5	IPR003439	ABC transporter-like, ATP-binding domain
T02D1.5	IPR003593	AAA+ ATPase domain
T02D1.5	IPR011527	ABC transporter type 1, transmembrane domain
T02D1.5	IPR017871	ABC transporter-like, conserved site
T02D1.5	IPR027417	P-loop containing nucleoside triphosphate hydrolase
T02D1.5	IPR036640	ABC transporter type 1, transmembrane domain superfamily
T02D1.6a	IPR000276	G protein-coupled receptor, rhodopsin-like
T02D1.6a	IPR017452	GPCR, rhodopsin-like, 7TM
T02D1.8	IPR027843	Domain of unknown function DUF4440
T02D1.8	IPR032710	NTF2-like domain superfamily
T02E1.2	IPR009497	Regulator protein, PHA-1
T02E1.3b	IPR000571	Zinc finger, CCCH-type
T02E1.3b	IPR036855	Zinc finger, CCCH-type superfamily
T02E1.5b	IPR002347	Short-chain dehydrogenase/reductase SDR
T02E1.5b	IPR020904	Short-chain dehydrogenase/reductase, conserved site
T02E1.5b	IPR036291	NAD(P)-binding domain superfamily
T02E1.7	IPR002995	Surfeit locus 4
T02E9.1	IPR000276	G protein-coupled receptor, rhodopsin-like
T02E9.1	IPR017452	GPCR, rhodopsin-like, 7TM
T02E9.2a	IPR007284	Ground-like domain
T02E9.3a	IPR000276	G protein-coupled receptor, rhodopsin-like
T02E9.3a	IPR017452	GPCR, rhodopsin-like, 7TM
T02G5.12	IPR011701	Major facilitator superfamily
T02G5.12	IPR020846	Major facilitator superfamily domain
T02G5.12	IPR036259	MFS transporter superfamily
T02G5.13a	IPR005129	SIMIBI class G3E GTPase, ArgK/MeaB
T02G5.13a	IPR027417	P-loop containing nucleoside triphosphate hydrolase
T02G5.14	IPR001810	F-box domain
T02G5.14	IPR012885	F-box associated domain, type 2
T02G5.3	IPR002048	EF-hand domain
T02G5.3	IPR011992	EF-hand domain pair
T02G5.3	IPR018247	EF-Hand 1, calcium-binding site
T02G5.7	IPR002155	Thiolase
T02G5.7	IPR016039	Thiolase-like
T02G5.7	IPR020610	Thiolase, active site
T02G5.7	IPR020613	Thiolase, conserved site
T02G5.7	IPR020615	Thiolase, acyl-enzyme intermediate active site
T02G5.7	IPR020616	Thiolase, N-terminal
T02G5.7	IPR020617	Thiolase, C-terminal
T02G5.8	IPR002155	Thiolase
T02G5.8	IPR016039	Thiolase-like
T02G5.8	IPR020613	Thiolase, conserved site
T02G5.8	IPR020615	Thiolase, acyl-enzyme intermediate active site
T02G5.8	IPR020616	Thiolase, N-terminal
T02G5.8	IPR020617	Thiolase, C-terminal
T02G5.9b	IPR002313	Lysine-tRNA ligase, class II
T02G5.9b	IPR004364	Aminoacyl-tRNA synthetase, class II (D/K/N)
T02G5.9b	IPR004365	OB-fold nucleic acid binding domain, AA-tRNA synthetase-type
T02G5.9b	IPR006195	Aminoacyl-tRNA synthetase, class II
T02G5.9b	IPR012340	Nucleic acid-binding, OB-fold
T02G5.9b	IPR018149	Lysyl-tRNA synthetase, class II, C-terminal
T02G5.9b	IPR034762	Bacterial/eukaryotic lysine-tRNA ligase, class II
T02G5.9b	IPR044136	Lysine-tRNA ligase, class II, N-terminal
T02G5.9b	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
T02G6.11	IPR001810	F-box domain
T02G6.11	IPR012885	F-box associated domain, type 2
T02G6.4	IPR008042	Retrotransposon, Pao
T02G6.5c	IPR001810	F-box domain
T02G6.5c	IPR012885	F-box associated domain, type 2
T02H6.11	IPR003197	Cytochrome b-c1 complex subunit 7
T02H6.11	IPR036544	Cytochrome b-c1 complex subunit 7 superfamily
T02H6.1b	IPR001680	WD40 repeat
T02H6.1b	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
T02H6.1b	IPR019775	WD40 repeat, conserved site
T02H6.1b	IPR020472	G-protein beta WD-40 repeat
T02H6.1b	IPR036322	WD40-repeat-containing domain superfamily
T02H6.1b	IPR039241	Ribosomal RNA-processing protein Rrp9-like
T02H6.2	IPR021861	THO complex, subunit THOC1
T02H6.4	IPR005515	Vitelline membrane outer layer protein I (VOMI)
T02H6.4	IPR036706	Vitelline membrane outer layer protein I (VOMI) superfamily
T02H6.5	IPR001810	F-box domain
T02H6.5	IPR012885	F-box associated domain, type 2
T02H6.7	IPR005515	Vitelline membrane outer layer protein I (VOMI)
T02H6.7	IPR036706	Vitelline membrane outer layer protein I (VOMI) superfamily
T02H6.9	IPR005515	Vitelline membrane outer layer protein I (VOMI)
T02H6.9	IPR036706	Vitelline membrane outer layer protein I (VOMI) superfamily
T03D3.1	IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase
T03D3.11	IPR019423	7TM GPCR, serpentine receptor class j (Srj)
T03D3.12	IPR019423	7TM GPCR, serpentine receptor class j (Srj)
T03D3.14	IPR019423	7TM GPCR, serpentine receptor class j (Srj)
T03D3.2	IPR019423	7TM GPCR, serpentine receptor class j (Srj)
T03D3.3	IPR017452	GPCR, rhodopsin-like, 7TM
T03D3.3	IPR019427	7TM GPCR, serpentine receptor class w (Srw)
T03D3.4	IPR019422	7TM GPCR, serpentine receptor class h (Srh)
T03D3.6	IPR019423	7TM GPCR, serpentine receptor class j (Srj)
T03D8.1d	IPR006020	PTB/PI domain
T03D8.1d	IPR011993	PH-like domain superfamily
T03D8.1d	IPR016698	Numb/numb-like
T03D8.2	IPR005679	Ribosomal protein uS12, bacterial-type
T03D8.2	IPR006032	Small ribosomal subunit protein uS12
T03D8.2	IPR012340	Nucleic acid-binding, OB-fold
T03D8.3	IPR007945	Neuroendocrine 7B2 precursor
T03D8.4a	IPR007284	Ground-like domain
T03D8.5a	IPR000719	Protein kinase domain
T03D8.5a	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase
T03D8.5a	IPR001170	Adenylyl cyclase class-4/guanylyl cyclase
T03D8.5a	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
T03D8.5a	IPR001828	Receptor, ligand binding region
T03D8.5a	IPR011009	Protein kinase-like domain superfamily
T03D8.5a	IPR011645	Haem NO binding associated
T03D8.5a	IPR018297	Adenylyl cyclase class-4/guanylyl cyclase, conserved site
T03D8.5a	IPR028082	Periplasmic binding protein-like I
T03D8.5a	IPR029787	Nucleotide cyclase
T03D8.6b	IPR000101	Gamma-glutamyltranspeptidase
T03D8.6b	IPR029055	Nucleophile aminohydrolases, N-terminal
T03D8.6b	IPR043137	Gamma-glutamyltranspeptidase, small subunit
T03D8.6b	IPR043138	Gamma-glutamyltranspeptidase, large subunit, C-terminal domain
T03D8.7	IPR003582	ShKT domain
T03E6.1	IPR019428	7TM GPCR, serpentine receptor class r (Str)
T03E6.3	IPR000536	Nuclear hormone receptor, ligand-binding domain
T03E6.3	IPR001628	Zinc finger, nuclear hormone receptor-type
T03E6.3	IPR013088	Zinc finger, NHR/GATA-type
T03E6.3	IPR035500	Nuclear hormone receptor-like domain superfamily
T03E6.3	IPR042936	Nuclear hormone receptor family member nhr-150
T03E6.4	IPR019428	7TM GPCR, serpentine receptor class r (Str)
T03E6.5	IPR019422	7TM GPCR, serpentine receptor class h (Srh)
T03E6.6	IPR017452	GPCR, rhodopsin-like, 7TM
T03E6.6	IPR019427	7TM GPCR, serpentine receptor class w (Srw)
T03E6.7a	IPR000169	Cysteine peptidase, cysteine active site
T03E6.7a	IPR000668	Peptidase C1A, papain C-terminal
T03E6.7a	IPR013128	Peptidase C1A
T03E6.7a	IPR013201	Cathepsin propeptide inhibitor domain (I29)
T03E6.7a	IPR025660	Cysteine peptidase, histidine active site
T03E6.7a	IPR025661	Cysteine peptidase, asparagine active site
T03E6.7a	IPR038765	Papain-like cysteine peptidase superfamily
T03E6.7a	IPR039417	Papain-like cysteine endopeptidase
T03E6.8	IPR019422	7TM GPCR, serpentine receptor class h (Srh)
T03E6.9	IPR019422	7TM GPCR, serpentine receptor class h (Srh)
T03F1.1	IPR000594	THIF-type NAD/FAD binding fold
T03F1.1	IPR029752	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site 1
T03F1.1	IPR035985	Ubiquitin-activating enzyme
T03F1.1	IPR045886	ThiF/MoeB/HesA family
T03F1.10	IPR001304	C-type lectin-like
T03F1.10	IPR016186	C-type lectin-like/link domain superfamily
T03F1.10	IPR016187	C-type lectin fold
T03F1.11	IPR002048	EF-hand domain
T03F1.11	IPR011992	EF-hand domain pair
T03F1.11	IPR018247	EF-Hand 1, calcium-binding site
T03F1.12	IPR016973	Integral membrane protein SYS1
T03F1.12	IPR019185	Integral membrane protein SYS1-related
T03F1.2	IPR007715	Ubiquinone biosynthesis protein Coq4
T03F1.2	IPR027540	Ubiquinone biosynthesis protein Coq4, eukaryotic
T03F1.3	IPR001576	Phosphoglycerate kinase
T03F1.3	IPR015824	Phosphoglycerate kinase, N-terminal
T03F1.3	IPR015911	Phosphoglycerate kinase, conserved site
T03F1.3	IPR036043	Phosphoglycerate kinase superfamily
T03F1.5	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type
T03F1.5	IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
T03F1.5	IPR029052	Metallo-dependent phosphatase-like
T03F1.5	IPR031675	Serine-threonine protein phosphatase, N-terminal
T03F1.7	IPR001737	Ribosomal RNA adenine methyltransferase KsgA/Erm
T03F1.7	IPR011530	Ribosomal RNA adenine dimethylase
T03F1.7	IPR020596	Ribosomal RNA adenine methylase transferase, conserved site
T03F1.7	IPR020598	Ribosomal RNA adenine methylase transferase, N-terminal
T03F1.7	IPR023165	rRNA adenine dimethylase-like, C-terminal
T03F1.7	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
T03F1.8a	IPR008144	Guanylate kinase-like domain
T03F1.8a	IPR008145	Guanylate kinase/L-type calcium channel beta subunit
T03F1.8a	IPR017665	Guanylate kinase
T03F1.8a	IPR020590	Guanylate kinase, conserved site
T03F1.8a	IPR027417	P-loop containing nucleoside triphosphate hydrolase
T03F6.1	IPR002347	Short-chain dehydrogenase/reductase SDR
T03F6.1	IPR020904	Short-chain dehydrogenase/reductase, conserved site
T03F6.1	IPR036291	NAD(P)-binding domain superfamily
T03F6.2	IPR001623	DnaJ domain
T03F6.2	IPR003604	Matrin/U1-C-like, C2H2-type zinc finger
T03F6.2	IPR013087	Zinc finger C2H2-type
T03F6.2	IPR018253	DnaJ domain, conserved site
T03F6.2	IPR022755	Zinc finger, double-stranded RNA binding
T03F6.2	IPR036236	Zinc finger C2H2 superfamily
T03F6.2	IPR036869	Chaperone J-domain superfamily
T03F6.3	IPR004547	Glucosamine-6-phosphate isomerase
T03F6.3	IPR006148	Glucosamine/galactosamine-6-phosphate isomerase
T03F6.3	IPR018321	Glucosamine-6-phosphate isomerase, conserved site
T03F6.3	IPR037171	NagB/RpiA transferase-like
T03F6.4	IPR001810	F-box domain
T03F6.4	IPR036047	F-box-like domain superfamily
T03F6.5	IPR001680	WD40 repeat
T03F6.5	IPR006594	LIS1 homology motif
T03F6.5	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
T03F6.5	IPR017252	Dynein regulator LIS1
T03F6.5	IPR019775	WD40 repeat, conserved site
T03F6.5	IPR020472	G-protein beta WD-40 repeat
T03F6.5	IPR036322	WD40-repeat-containing domain superfamily
T03F6.5	IPR037190	LIS1, N-terminal
T03F6.6	IPR004345	TB2/DP1/HVA22-related protein
T03F6.7	IPR001810	F-box domain
T03F6.7	IPR042317	F-box protein she-1-like
T03F7.1	IPR000175	Sodium:neurotransmitter symporter
T03F7.1	IPR037272	Sodium:neurotransmitter symporter superfamily
T03F7.2	IPR019422	7TM GPCR, serpentine receptor class h (Srh)
T03F7.3	IPR019422	7TM GPCR, serpentine receptor class h (Srh)
T03F7.4	IPR019422	7TM GPCR, serpentine receptor class h (Srh)
T03F7.7b	IPR001251	CRAL-TRIO lipid binding domain
T03F7.7b	IPR036598	GOLD domain superfamily
T03F7.7b	IPR036865	CRAL-TRIO lipid binding domain superfamily
